"name","iata_code","country_code"
"Fazenda Bela Vista Airport",NA,"BR"
"Fazenda Bela Vista Airport",NA,"BR"
"Fazenda Bela Vista Airport",NA,"BR"
"Fazenda Bela Vista Airport",NA,"BR"
"Fazenda Bela Vista Airport",NA,"BR"
"Fazenda Belém Airport",NA,"BR"
"Fazenda Belluno Airport",NA,"BR"
"Fazenda Beradão Airport",NA,"BR"
"Fazenda Bipandora II Airport",NA,"BR"
"Fazenda Boa Esperança Soberbinho Airport",NA,"BR"
"Fazenda Boa Esperança Airport",NA,"BR"
"Fazenda Boa Fortuna Airport",NA,"BR"
"Fazenda Boa Sorte Airport",NA,"BR"
"Fazenda Boa Sorte Airport",NA,"BR"
"Fazenda Boa Sorte Airport",NA,"BR"
"Fazenda Boa Vista Airport",NA,"BR"
"Fazenda Boa Vista Airport",NA,"BR"
"Fazenda Boa Vista Airport",NA,"BR"
"Fazenda Boa Vista Airport",NA,"BR"
"Fazenda Boa Vitória Heliport",NA,"BR"
"Fazenda Boca da Mata Airport",NA,"BR"
"Fazenda Boca da Onça Airport",NA,"BR"
"Fazenda Bocaína Airport",NA,"BR"
"Fazenda Boi Branco Airport",NA,"BR"
"Fazenda Bom Jardim Airport",NA,"BR"
"Fazenda Bom Jardim Airport",NA,"BR"
"Fazenda Bom Jardim Airport",NA,"BR"
"Fazenda Bom Jesus Airport",NA,"BR"
"Fazenda Bom Jesus Airport",NA,"BR"
"Fazenda Bom Pastor Airport",NA,"BR"
"Fazenda Bom Retiro Airport",NA,"BR"
"Fazenda Bom Sucesso Airport",NA,"BR"
"Fazenda Bom Sucesso Airport",NA,"BR"
"Fazenda Bonanza Airport",NA,"BR"
"Fazenda Bonanza Airport",NA,"BR"
"Fazenda Bonanza Airport",NA,"BR"
"Fazenda Bonanza Airport",NA,"BR"
"Fazenda Bonito Airport",NA,"BR"
"Fazenda Bordolândia Airport",NA,"BR"
"Fazenda Bororeo Airport",NA,"BR"
"Fazenda Botelho Airport",NA,"BR"
"Fazenda Brasil Novo Airport",NA,"BR"
"Fazenda Brumado Airport",NA,"BR"
"Fazenda Buriti II Airport",NA,"BR"
"Fazenda Buriti Airport",NA,"BR"
"Fazenda Buriti Airport",NA,"BR"
"Fazenda Buriti Airport",NA,"BR"
"Fazenda Buritiz Airport",NA,"BR"
"Fazenda Busato I Airport",NA,"BR"
"Fazenda Busato II Airport",NA,"BR"
"Fazenda Caçadinha Airport",NA,"BR"
"Fazenda Cachoeira Alta Airport",NA,"BR"
"Fazenda Cachoeira do Lontra Airport",NA,"BR"
"Fazenda Cachoeira Preta Airport",NA,"BR"
"Fazenda Cachoeira Heliport",NA,"BR"
"Fazenda Cachoeira Airport",NA,"BR"
"Fazenda Cachoeira Airport",NA,"BR"
"Fazenda Cachoeira Airport",NA,"BR"
"Fazenda Cachoeirão Airport",NA,"BR"
"Fazenda Cachoeirão Heliport",NA,"BR"
"Fazenda Cachoeirinha Airport",NA,"BR"
"Fazenda Cachoeirinha Airport",NA,"BR"
"Fazenda Cachoeirinha Airport",NA,"BR"
"Fazenda Cacique Airport",NA,"BR"
"Fazenda Caiçara Airport",NA,"BR"
"Fazenda Cajueiro Airport",NA,"BR"
"Fazenda Calcário Tangará Airport",NA,"BR"
"Fazenda Califórnia Airport",NA,"BR"
"Fazenda Califórnia Airport",NA,"BR"
"Fazenda Califórnia Airport",NA,"BR"
"Fazenda Califórnia Airport",NA,"BR"
"Fazenda Calumbi Airport",NA,"BR"
"Fazenda Camagril Agropecuária Airport",NA,"BR"
"Fazenda Cambuhy Airport",NA,"BR"
"Fazenda Campana Airport",NA,"BR"
"Fazenda Campina Airport",NA,"BR"
"Fazenda Campinas Airport",NA,"BR"
"Fazenda Campo Aberto Airport",NA,"BR"
"Fazenda Campo Alegre III Airport",NA,"BR"
"Fazenda Campo Alegre Airport",NA,"BR"
"Fazenda Campo Alegre Airport",NA,"BR"
"Fazenda Campo Alto Heliport",NA,"BR"
"Fazenda Campo Alto Airport",NA,"BR"
"Fazenda Campo Augusta Airport",NA,"BR"
"Fazenda Campo Bom Airport",NA,"BR"
"Fazenda Campo Claro Airstrip",NA,"BR"
"Fazenda Campo Formoso Airport",NA,"BR"
"Fazenda Campo Grande Airport",NA,"BR"
"Fazenda Campo Hélio Airport",NA,"BR"
"Fazenda Campo Real Airport",NA,"BR"
"Fazenda Campo Triste Airport",NA,"BR"
"Fazenda Campo Verde Airport",NA,"BR"
"Fazenda Campo Vitória Airport",NA,"BR"
"Fazenda Campo Zélia Airport",NA,"BR"
"Fazenda Cana Brava Airport",NA,"BR"
"Fazenda Canaã Airport",NA,"BR"
"Fazenda Canaã Heliport",NA,"BR"
"Fazenda Canabrava Airport",NA,"BR"
"Fazenda Canadá Airport",NA,"BR"
"Fazenda Canadá Airport",NA,"BR"
"Fazenda Canadá Airport",NA,"BR"
"Fazenda Canadá Airport",NA,"BR"
"Fazenda Canadá Airport",NA,"BR"
"Fazenda Canadazinho Airport",NA,"BR"
"Fazenda Canel Airport",NA,"BR"
"Fazenda Cangaia Airport",NA,"BR"
"Fazenda Capão Alto Airport",NA,"BR"
"Fazenda Capão Seco Airport",NA,"BR"
"Fazenda Capão Verde Airport",NA,"BR"
"Fazenda Capitão Verdi Airport",NA,"BR"
"Fazenda Caraíbas Airport",NA,"BR"
"Fazenda Caraíbas Airport",NA,"BR"
"Fazenda Carambola Airport",NA,"BR"
"Fazenda Caramuru Airport",NA,"BR"
"Fazenda Carmelo Airport",NA,"BR"
"Fazenda Carolina Airport",NA,"BR"
"Fazenda Carolina Airport",NA,"BR"
"Fazenda Carrapicho Airport",NA,"BR"
"Fazenda Carvalho Airport",NA,"BR"
"Fazenda Cataco Airport","0","BR"
"Fazenda Catelani Airport",NA,"BR"
"Fazenda Cauaxi Airport",NA,"BR"
"Fazenda Cavalgada Grande Airport",NA,"BR"
"Fazenda Celeiro Airport",NA,"BR"
"Fazenda Centenário Airport",NA,"BR"
"Fazenda Centro da Mata Airport",NA,"BR"
"Fazenda Centro de Vôo a Vela Ipuã Airport",NA,"BR"
"Fazenda Cerejal Airport",NA,"BR"
"Fazenda Cerro Azul Airport",NA,"BR"
"Fazenda Cerro Verde Airport",NA,"BR"
"Fazenda Chão de Estrelas Airport",NA,"BR"
"Fazenda Chapadão Airport",NA,"BR"
"Fazenda Chaparral Airport",NA,"BR"
"Fazenda Chaparral Airport",NA,"BR"
"Fazenda Chapéu de Pano Airport",NA,"BR"
"Fazenda Charqueada Norte Airport",NA,"BR"
"Fazenda Cibrapa Airport",NA,"BR"
"Fazenda Cidade Verde Airport",NA,"BR"
"Fazenda Cikel Airport",NA,"BR"
"Fazenda Cimal Airstrip",NA,"BR"
"Fazenda Citrícola Airport",NA,"BR"
"Fazenda Clarim Airport",NA,"BR"
"Fazenda Cocal II Airport",NA,"BR"
"Fazenda Cocal Airport",NA,"BR"
"Fazenda Colen Airport",NA,"BR"
"Fazenda Colibri Airport",NA,"BR"
"Fazenda Colorado",NA,"BR"
"Fazenda Colorado Airport",NA,"BR"
"Fazenda Colorado Airport",NA,"BR"
"Fazenda Colorado Airport",NA,"BR"
"Fazenda Colorado Airport",NA,"BR"
"Fazenda Colorado Airport",NA,"BR"
"Fazenda Colorado Airport",NA,"BR"
"Fazenda Conceição Airport",NA,"BR"
"Fazenda Confap Airport",NA,"BR"
"Fazenda Conforto Airport",NA,"BR"
"Fazenda Conforto Airport",NA,"BR"
"Fazenda Congonhas Airport",NA,"BR"
"Fazenda Congonhas Airport",NA,"BR"
"Fazenda Constância Airport","0","BR"
"Fazenda Continental Airport",NA,"BR"
"Fazenda Continental Airport",NA,"BR"
"Fazenda Corixo Airport",NA,"BR"
"Fazenda Córrego Azul Airport",NA,"BR"
"Fazenda Córrego Fundo Airport",NA,"BR"
"Fazenda Córrego Limpo Airport",NA,"BR"
"Fazenda Cortezia Airport",NA,"BR"
"Fazenda Corumbiara Airport",NA,"BR"
"Fazenda Costa Norte II Airport",NA,"BR"
"Fazenda Costa Rica Airport",NA,"BR"
"Fazenda Coxilha Airport",NA,"BR"
"Fazenda Criciúma Airport",NA,"BR"
"Fazenda Cristal Airport",NA,"BR"
"Fazenda Cristalino Airport",NA,"BR"
"Fazenda Cruzeiro Airport",NA,"BR"
"Fazenda Cruzeiro Airport",NA,"BR"
"Fazenda Cruzeiro Airport",NA,"BR"
"Fazenda da Barra Airport",NA,"BR"
"Fazenda da Barra Airport",NA,"BR"
"Fazenda da Coxilha Airport",NA,"BR"
"Fazenda da Ilha Airport",NA,"BR"
"Fazenda da Mata Heliport",NA,"BR"
"Fazenda da Paz Airport",NA,"BR"
"Fazenda da Toca Heliport",NA,"BR"
"Fazenda das Perobas Airport",NA,"BR"
"Fazenda das Represas Airport","0","BR"
"Fazenda Davilândia Airport",NA,"BR"
"Fazenda Denusa Destilaria Nova União Airport",NA,"BR"
"Fazenda Depósito Airport",NA,"BR"
"Fazenda Diamantino Airport",NA,"BR"
"Fazenda Dinorá Airport",NA,"BR"
"Fazenda Divisa Airport",NA,"BR"
"Fazenda Divisão II Airport",NA,"BR"
"Fazenda do Açucar Airport",NA,"BR"
"Fazenda do Brejo Airport",NA,"BR"
"Fazenda do Café Airport",NA,"BR"
"Fazenda do Jacuí Airport",NA,"BR"
"Fazenda do Limão Airport",NA,"BR"
"Fazenda do Rochedo Airport",NA,"BR"
"Fazenda Dois Irmãos Airport",NA,"BR"
"Fazenda Dois Irmãos Airport",NA,"BR"
"Fazenda Dois de Maio Airport",NA,"BR"
"Fazenda Dois Netos Airport",NA,"BR"
"Fazenda Dom Arlindo Airport",NA,"BR"
"Fazenda Dom Francisco Airport",NA,"BR"
"Fazenda Dona Hilda Airport",NA,"BR"
"Fazenda Dona Laura Airport",NA,"BR"
"Fazenda Dona Neném Airport",NA,"BR"
"Fazenda Dona Olga Airport","CSW","BR"
"Fazenda dos Castanhais Airport",NA,"BR"
"Fazenda dos Três Rios Airport",NA,"BR"
"Fazenda Douradinho Airport",NA,"BR"
"Fazenda Duas Barras Airport",NA,"BR"
"Fazenda Duas Irmãs Airport",NA,"BR"
"Fazenda Duas Marias Airport",NA,"BR"
"Fazenda e Haras Bela Vista Airport",NA,"BR"
"Fazenda Eldorado Airport",NA,"BR"
"Fazenda Eldorado Airport",NA,"BR"
"Fazenda Entre Rios Airport",NA,"BR"
"Fazenda Entre Rios Airport",NA,"BR"
"Fazenda Entre Serras Airport",NA,"BR"
"Fazenda Escalada Airport",NA,"BR"
"Fazenda Esmeralda Airport",NA,"BR"
"Fazenda Esperança I Airport",NA,"BR"
"Fazenda Esperança Airport",NA,"BR"
"Fazenda Esperança Airport",NA,"BR"
"Fazenda Esperança Airport",NA,"BR"
"Fazenda Espigão Airport",NA,"BR"
"Fazenda Espinhaço II Airport",NA,"BR"
"Fazenda Espírito Santo Airport",NA,"BR"
"Fazenda Essência Airport",NA,"BR"
"Fazenda Estância Regina Airport",NA,"BR"
"Fazenda Estrela Dalva Airport",NA,"BR"
"Fazenda Estrela do Aripuanã Airport",NA,"BR"
"Fazenda Estrela do Sul Airport",NA,"BR"
"Fazenda Estrela do Sul Airport",NA,"BR"
"Fazenda Estrela Airport",NA,"BR"
"Fazenda Estrela Airport",NA,"BR"
"Fazenda Estrela Airport",NA,"BR"
"Fazenda Eunice Airport",NA,"BR"
"Fazenda Europa Airport",NA,"BR"
"Fazenda Excalibur Airport",NA,"BR"
"Fazenda Experimental Airport",NA,"BR"
"Fazenda Falcão Airport",NA,"BR"
"Fazenda Fartura Baixão Novo Airport",NA,"BR"
"Fazenda Fazendinha Airport",NA,"BR"
"Fazenda Felicidade Airport",NA,"BR"
"Fazenda Fenix Airport",NA,"BR"
"Fazenda Figueira Branca Airport",NA,"BR"
"Fazenda Figueira Branca Airport",NA,"BR"
"Fazenda Figueira Airport",NA,"BR"
"Fazenda Figueira Airport",NA,"BR"
"Fazenda Firme Airport",NA,"BR"
"Fazenda Flamboyant Airport",NA,"BR"
"Fazenda Flávia Airport",NA,"BR"
"Fazenda Flexas Airport",NA,"BR"
"Fazenda Flor da Mata Airport",NA,"BR"
"Fazenda Flor Airport",NA,"BR"
"Fazenda Floresta do Lobo Airport",NA,"BR"
"Fazenda Floresta Airport",NA,"BR"
"Fazenda Floresta Airport",NA,"BR"
"Fazenda Florida Airport",NA,"BR"
"Fazenda Fogliatelli Airport",NA,"BR"
"Fazenda Fontana Airport",NA,"BR"
"Fazenda Formosa Airport",NA,"BR"
"Fazenda Formosa Airport",NA,"BR"
"Fazenda Fortaleza do Guaporé Airport",NA,"BR"
"Fazenda Fortaleza de Santa Terezinha Airport",NA,"BR"
"Fazenda Fortaleza Airport",NA,"BR"
"Fazenda Fortaleza Airport",NA,"BR"
"Fazenda Fortaleza Airport",NA,"BR"
"Fazenda Frigovale I Airport",NA,"BR"
"Fazenda Fundão Alegre Airport",NA,"BR"
"Fazenda Fundãozinho Airport",NA,"BR"
"Fazenda Furna Azul Airport",NA,"BR"
"Fazenda Furnas Airport",NA,"BR"
"Fazenda Futuro Airport",NA,"BR"
"Fazenda Gaia Airport",NA,"BR"
"Fazenda Gairova Airport",NA,"BR"
"Fazenda Gaivota Airport",NA,"BR"
"Fazenda Galera Airport",NA,"BR"
"Fazenda Galheiro Airport",NA,"BR"
"Fazenda Galiléia Airport",NA,"BR"
"Fazenda Gandu Airport",NA,"BR"
"Fazenda Genipapo Airport",NA,"BR"
"Fazenda Goiaba Airport",NA,"BR"
"Fazenda Goiabeira Airport",NA,"BR"
"Fazenda Goiás Barreiro Airport",NA,"BR"
"Fazenda Grotão Airport",NA,"BR"
"Fazenda Grupal Airport",NA,"BR"
"Fazenda Guaciara Airport",NA,"BR"
"Fazenda Guadalupe Airport",NA,"BR"
"Fazenda Guaíba Airport",NA,"BR"
"Fazenda Guaivira Airport",NA,"BR"
"Fazenda Guanabara Heliport",NA,"BR"
"Fazenda Guanabara Airport",NA,"BR"
"Fazenda Guanabara Airport",NA,"BR"
"Fazenda Guanabara Airport",NA,"BR"
"Fazenda Guanabara Airport",NA,"BR"
"Fazenda Guaporé Airport",NA,"BR"
"Fazenda Guaporé Airport",NA,"BR"
"Fazenda Guaporeí Airport",NA,"BR"
"Fazenda Guará do Pinhal Airport",NA,"BR"
"Fazenda Guará Airport",NA,"BR"
"Fazenda Guarani Airport",NA,"BR"
"Fazenda Guariba Airstrip",NA,"BR"
"Fazenda Guariroba Heliport",NA,"BR"
"Fazenda Guavirá Airport",NA,"BR"
"Fazenda Guerra Airport",NA,"BR"
"Fazenda Guimarães II Airport",NA,"BR"
"Fazenda Guiné Airport",NA,"BR"
"Fazenda Gurucaia Airport",NA,"BR"
"Fazenda Haras RPC Airport",NA,"BR"
"Fazenda Herdade Airport",NA,"BR"
"Fazenda Hora Airport",NA,"BR"
"Fazenda Iapó Airport",NA,"BR"
"Fazenda Ibia Airport",NA,"BR"
"Fazenda Ibiporã Airport",NA,"BR"
"Fazenda Ideal Airport",NA,"BR"
"Fazenda Ilha Camargo Airport",NA,"BR"
"Fazenda Ilha Verde Airport",NA,"BR"
"Fazenda Imbaúba Airport",NA,"BR"
"Fazenda Independência Airport",NA,"BR"
"Fazenda Indiara",NA,"BR"
"Fazenda Invernada Airport",NA,"BR"
"Fazenda Ipanema Airport",NA,"BR"
"Fazenda Ipanema Airport",NA,"BR"
"Fazenda Ipê Airport",NA,"BR"
"Fazenda Ipiranga Airport",NA,"BR"
"Fazenda Ipitinga Airport",NA,"BR"
"Fazenda Iporã Airport",NA,"BR"
"Fazenda Ipuitã Airport",NA,"BR"
"Fazenda Irmãos Munaretto Airport",NA,"BR"
"Fazenda Irohy Airport",NA,"BR"
"Fazenda Itaguassu Airport",NA,"BR"
"Fazenda Itaipavas Airport",NA,"BR"
"Fazenda Itaipu Airport",NA,"BR"
"Fazenda Itaipu Airport",NA,"BR"
"Fazenda Itália Airport",NA,"BR"
"Fazenda Itamarati Norte Airport",NA,"BR"
"Fazenda Itamaratí Airport",NA,"BR"
"Fazenda Itanhangá Airport",NA,"BR"
"Fazenda Itapiranga Airport",NA,"BR"
"Fazenda Itaporã Airport",NA,"BR"
"Fazenda Itaquerê Airport",NA,"BR"
"Fazenda Itarema Airport",NA,"BR"
"Fazenda Itatuba Airport",NA,"BR"
"Fazenda Itau Airport",NA,"BR"
"Fazenda Itumbiara Airport",NA,"BR"
"Fazenda Izaura - Usina Cocal Airport",NA,"BR"
"Fazenda J.K. Airport",NA,"BR"
"Fazenda Jacamin Airport",NA,"BR"
"Fazenda Jacaré de Chifre Airport",NA,"BR"
"Fazenda Jacareúna Airport",NA,"BR"
"Fazenda Jaguarandy Airport",NA,"BR"
"Fazenda Jaguaré Airport",NA,"BR"
"Fazenda Jaguaretê Airport",NA,"BR"
"Fazenda Jaguatirica Airport",NA,"BR"
"Fazenda Jaibense Airport",NA,"BR"
"Fazenda Jamaica Airport",NA,"BR"
"Fazenda Jamaica Airport",NA,"BR"
"Fazenda Jamaica Airport",NA,"BR"
"Fazenda Jamanxin Airport",NA,"BR"
"Fazenda Janaína Airport",NA,"BR"
"Fazenda Jandaia Airport",NA,"BR"
"Fazenda Jangada Airstrip",NA,"BR"
"Fazenda Jangada Airport",NA,"BR"
"Fazenda Januarinho Airport",NA,"BR"
"Fazenda Jaó Airport",NA,"BR"
"Fazenda Jaqueline Airport",NA,"BR"
"Fazenda Jaraguá Airport",NA,"BR"
"Fazenda Jatiuca Airport",NA,"BR"
"Fazenda Jatobá Airport",NA,"BR"
"Fazenda Jatobá Airport",NA,"BR"
"Fazenda Jatobasso Airport",NA,"BR"
"Fazenda Jauru Airport",NA,"BR"
"Fazenda Jauru Airport",NA,"BR"
"Fazenda Jequitibá Airport",NA,"BR"
"Fazenda JL Airport",NA,"BR"
"Fazenda Joalice Airport",NA,"BR"
"Fazenda Joana Estãncia Airport",NA,"BR"
"Fazenda Jopejó Airport",NA,"BR"
"Fazenda Jota III Airport",NA,"BR"
"Fazenda Juara Airport",NA,"BR"
"Fazenda Juba Airport",NA,"BR"
"Fazenda Juína Airport",NA,"BR"
"Fazenda Júlio Martins Airport",NA,"BR"
"Fazenda Jumari Airport",NA,"BR"
"Fazenda Jumbo Airport",NA,"BR"
"Fazenda Junqueira Airport",NA,"BR"
"Fazenda Juquei Agropecuária Airport",NA,"BR"
"Fazenda Jurema Airport",NA,"BR"
"Fazenda Jussara Airport",NA,"BR"
"Fazenda Jussara Airport",NA,"BR"
"Fazenda Kajussol Airport",NA,"BR"
"Fazenda Kanaxuê Airport",NA,"BR"
"Fazenda Karajá Airport",NA,"BR"
"Fazenda Karl Hermann Isenberg Airport",NA,"BR"
"Fazenda Karla Renata Airport",NA,"BR"
"Fazenda Koga Airport",NA,"BR"
"Fazenda Lageado Airport",NA,"BR"
"Fazenda Lageado Airport",NA,"BR"
"Fazenda Lago Vermelho Airport",NA,"BR"
"Fazenda Lagoa da Capa Airport",NA,"BR"
"Fazenda Lagoa da Mata Airport",NA,"BR"
"Fazenda Lagoa das Antas Airport",NA,"BR"
"Fazenda Lagoa das Conchas Airport",NA,"BR"
"Fazenda Lagoa do Barro Airport",NA,"BR"
"Fazenda Lagoa do Campo Airport",NA,"BR"
"Fazenda Lagoa do Cavalo Airport",NA,"BR"
"Fazenda Lagoa do Morro Airport",NA,"BR"
"Fazenda Lagoa do Triunfo Airport",NA,"BR"
"Fazenda Lagoa Encantada Airport",NA,"BR"
"Fazenda Lagoa Encantada Airport",NA,"BR"
"Fazenda Lagoa Funda Airport",NA,"BR"
"Fazenda Lagoa",NA,"BR"
"Fazenda Lagoinha Airport",NA,"BR"
"Fazenda Lamarão Airport",NA,"BR"
"Fazenda Lambari Airport",NA,"BR"
"Fazenda Lapa do Lobo Airport",NA,"BR"
"Fazenda Liberdade Airport",NA,"BR"
"Fazenda Ligação Airport",NA,"BR"
"Fazenda Lilliani Airport",NA,"BR"
"Fazenda Livramento Airport",NA,"BR"
"Fazenda Lobo Airport",NA,"BR"
"Fazenda Logradouro Vereda da Ponte Airport",NA,"BR"
"Fazenda Londrina Airport",NA,"BR"
"Fazenda Lontra Airport",NA,"BR"
"Fazenda Lourdes Airport",NA,"BR"
"Fazenda Luar Airport",NA,"BR"
"Fazenda Lucero Porã Airport",NA,"BR"
"Fazenda Luma Airport",NA,"BR"
"Fazenda 3M Airport",NA,"BR"
"Fazenda Macaraí Airport",NA,"BR"
"Fazenda Macisa Airport",NA,"BR"
"Fazenda Macuco Airport",NA,"BR"
"Fazenda Magiana Airport",NA,"BR"
"Fazenda Malu Airport",NA,"BR"
"Fazenda Mamoneira Airport",NA,"BR"
"Fazenda Manacá Heliport",NA,"BR"
"Fazenda Manchete Airport",NA,"BR"
"Fazenda Mandioré Airport",NA,"BR"
"Fazenda Mangal Airport",NA,"BR"
"Fazenda Mangue Che II Airport",NA,"BR"
"Fazenda Manto Verde Airport",NA,"BR"
"Fazenda Mapisa Airport",NA,"BR"
"Fazenda Marabá Airport",NA,"BR"
"Fazenda Marabá Airport",NA,"BR"
"Fazenda Marajoara Airport",NA,"BR"
"Fazenda Marambaia Heliport",NA,"BR"
"Fazenda Maranata Airport",NA,"BR"
"Fazenda Marca Salto Airstrip",NA,"BR"
"Fazenda Marema Airport",NA,"BR"
"Fazenda Maria José Airport",NA,"BR"
"Fazenda Maria Luíza Airport",NA,"BR"
"Fazenda Mariad Airport",NA,"BR"
"Fazenda Marimbondo Airport",NA,"BR"
"Fazenda Maristela Airport",NA,"BR"
"Fazenda Maristela Airport",NA,"BR"
"Fazenda Marocopa Airport",NA,"BR"
"Fazenda Marreco Airport",NA,"BR"
"Fazenda Marruá Airport",NA,"BR"
"Fazenda Masutti Airport",NA,"BR"
"Fazenda Mata Assombrada Airport",NA,"BR"
"Fazenda Mata Escura Airport",NA,"BR"
"Fazenda Mata Porcos Heliport",NA,"BR"
"Fazenda Mata Velha Airport",NA,"BR"
"Fazenda Mata Velha Airport",NA,"BR"
"Fazenda Matão Airport",NA,"BR"
"Fazenda Mateira Airport",NA,"BR"
"Fazenda Mato Alto Airport",NA,"BR"
"Fazenda Mato Grosso Airport",NA,"BR"
"Fazenda Matrichã Airport",NA,"BR"
"Fazenda MC Heliport",NA,"BR"
"Fazenda Medalha Milagrosa Airport",NA,"BR"
"Fazenda Melado Heliport",NA,"BR"
"Fazenda Menina Airport",NA,"BR"
"Fazenda Mequens Airport",NA,"BR"
"Fazenda Mercedes Estância Airport",NA,"BR"
"Fazenda Mestiça Airport",NA,"BR"
"Fazenda Mimoso Airport",NA,"BR"
"Fazenda Mimoso S/A Airport",NA,"BR"
"Fazenda Mimoso Airport",NA,"BR"
"Fazenda Miura Airport",NA,"BR"
"Fazenda Mizote Airport",NA,"BR"
"Fazenda Modelo Airport",NA,"BR"
"Fazenda Modelo Airport",NA,"BR"
"Fazenda Modelo Airport",NA,"BR"
"Fazenda Mombaça Heliport",NA,"BR"
"Fazenda Monte Alegre Airport",NA,"BR"
"Fazenda Monte Alegre Airport",NA,"BR"
"Fazenda Monte Belo Airport",NA,"BR"
"Fazenda Morada da Lua Airport",NA,"BR"
"Fazenda Morrinhos Airport",NA,"BR"
"Fazenda Morro Alto Airport",NA,"BR"
"Fazenda Morro Branco Airport",NA,"BR"
"Fazenda Morro Vermelho Airport",NA,"BR"
"Fazenda Morro Vermelho Airport",NA,"BR"
"Fazenda Mosquito Airport",NA,"BR"
"Fazenda Mrajan Heliport",NA,"BR"
"Fazenda MRV Airport",NA,"BR"
"Fazenda Mudança Airport",NA,"BR"
"Fazenda Muiraquitã Airport",NA,"BR"
"Fazenda Mundo Acabado Airport",NA,"BR"
"Fazenda Murungaba Heliport",NA,"BR"
"Fazenda Mutum Airport",NA,"BR"
"Fazenda Mutum Airport",NA,"BR"
"Fazenda Mutum Airport",NA,"BR"
"Fazenda Naisa Airport",NA,"BR"
"Fazenda Nazaré Airport",NA,"BR"
"Fazenda Negrinha Airport",NA,"BR"
"Fazenda Nelore Heliport",NA,"BR"
"Fazenda Netolândia Airport",NA,"BR"
"Fazenda Nhandu Airport",NA,"BR"
"Fazenda Nhu-Verá Airport",NA,"BR"
"Fazenda Nossa Senhora Aparecida Airport",NA,"BR"
"Fazenda Nossa Senhora Aparecida Airport",NA,"BR"
"Fazenda Nossa Senhora Aparecida Airport",NA,"BR"
"Fazenda Nossa Senhora Auxiliadora Airport",NA,"BR"
"Fazenda Nossa Senhora da Candelária Airport",NA,"BR"
"Fazenda Nossa Senhora da Conceição Heliport",NA,"BR"
"Fazenda Nossa Senhora da Conceição Airport",NA,"BR"
"Fazenda Nossa Senhora do Carmo Airstrip",NA,"BR"
"Fazenda Nossa Senhora do Pillar Airport",NA,"BR"
"Fazenda Nossa Senhora de Fátima Airport",NA,"BR"
"Fazenda Nossa Senhora de Fátima Airport",NA,"BR"
"Fazenda Nossa Senhora de Fátima Airport",NA,"BR"
"Fazenda Nova Alvorada Airport",NA,"BR"
"Fazenda Nova Aurora Airport",NA,"BR"
"Fazenda Nova Conceição Airport",NA,"BR"
"Fazenda Nova Damasco Airport",NA,"BR"
"Fazenda Nova Era Airport",NA,"BR"
"Fazenda Nova Floresta Airport",NA,"BR"
"Fazenda Nova Larga Airport",NA,"BR"
"Fazenda Nova Heliport",NA,"BR"
"Fazenda Nova Airport",NA,"BR"
"Fazenda Nova Airport",NA,"BR"
"Fazenda Nova Viena Airport",NA,"BR"
"Fazenda Novilho Airport",NA,"BR"
"Fazenda Novo Hamburgo Airport",NA,"BR"
"Fazenda Novo Horizonte Airport",NA,"BR"
"Fazenda Novo Horizonte Airport",NA,"BR"
"Fazenda Novo Horizonte - TATTERSAL Airport",NA,"BR"
"Fazenda Novo Rumo Airport",NA,"BR"
"Fazenda Okuhara Airport",NA,"BR"
"Fazenda Olho D`Água Airport",NA,"BR"
"Fazenda Olho D`Agua Airport (SWTX)",NA,"BR"
"Fazenda Olhos D'Água Airport",NA,"BR"
"Fazenda Oriente Airport",NA,"BR"
"Fazenda Orion Airport",NA,"BR"
"Fazenda Ouro Verde Airport",NA,"BR"
"Fazenda Pacuruxu Airport",NA,"BR"
"Fazenda Paiaguás Airport",NA,"BR"
"Fazenda Paiquerê Airport",NA,"BR"
"Fazenda Pajuçara Airport",NA,"BR"
"Fazenda Paladino Airport",NA,"BR"
"Fazenda Palma Airport",NA,"BR"
"Fazenda Palma Airport",NA,"BR"
"Fazenda Palmeira do Capim Airport",NA,"BR"
"Fazenda Palmeira Airport",NA,"BR"
"Fazenda Palmeira Airport",NA,"BR"
"Fazenda Palmeiras Airport",NA,"BR"
"Fazenda Palmeiras Airport",NA,"BR"
"Fazenda Palmeiras Airport",NA,"BR"
"Fazenda Palmitos Airport",NA,"BR"
"Fazenda Paloma Airport",NA,"BR"
"Fazenda Pamplona Airport",NA,"BR"
"Fazenda Panamá Airport",NA,"BR"
"Fazenda Panamá Airport",NA,"BR"
"Fazenda Panorama Airport",NA,"BR"
"Fazenda Pantera Airport",NA,"BR"
"Fazenda Paquetá Airport",NA,"BR"
"Fazenda Parabúfalos Airport",NA,"BR"
"Fazenda Paraguá Airport",NA,"BR"
"Fazenda Paraíso Airport",NA,"BR"
"Fazenda Paraíso Airport",NA,"BR"
"Fazenda Paraíso Airport",NA,"BR"
"Fazenda Paraíso Airport",NA,"BR"
"Fazenda Paraná Airport",NA,"BR"
"Fazenda Paraná Airport",NA,"BR"
"Fazenda Passaredo Airport",NA,"BR"
"Fazenda Pau D`Arco Airport",NA,"BR"
"Fazenda Paulista Airport",NA,"BR"
"Fazenda Paulo Abreu Airport",NA,"BR"
"Fazenda Pedra Branca Airport",NA,"BR"
"Fazenda Pedra Branca Airport",NA,"BR"
"Fazenda Peixe Bravo Airport",NA,"BR"
